"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM16","2023-07-10","1","Middle Water","0.5","<0.005","4.1","81","5.7","<1","<1","0.003","0.004","0.008","8.1","1.9","34.1","5.4","0.28","2.6","22.8","0.01","0.86","0.87","0.04","2.3","<0.001","0.7"
"Mirs Bay","MM16","2023-07-10","1","Bottom Water","0.3","<0.005","1.3","70","5","<1","1","0.015","0.006","0.009","8.1","1.8","34.1","5.4","0.29","2.7","22.7","0.03","1","1.02","0.04","7","<0.001","0.7"
"Mirs Bay","MM16","2023-08-21","1","Surface Water","0.3","0.013","0.3","80","5.3","<1","<1","0.005","<0.002","<0.002","7.9","<0.2","33.7","6","0.44","4.1","26.9","0.02","0.22","0.23","0.04","2","<0.001","2.8"
"Mirs Bay","MM16","2023-08-21","1","Middle Water","0.2","0.006","0.5","79","5.5","1","2","0.012","<0.002","<0.002","7.8","<0.2","34.1","6","0.53","3.1","23.5","0.02","0.15","0.16","0.04","0.9","<0.001","1"
"Mirs Bay","MM16","2023-08-21","1","Bottom Water","0.2","0.015","0.7","53","3.8","<1","<1","0.025","0.008","0.004","7.7","<0.2","34.3","6","0.88","3.1","22.2","0.05","0.17","0.2","0.04","1.5","<0.001","1.1"
"Mirs Bay","MM16","2023-09-18","1","Surface Water","0.2","<0.005","3.1","90","5.9","<1","<1","<0.002","<0.002","<0.002","7.8","<0.2","32.2","4.1","0.13","1.8","27.9","<0.01","0.13","0.13","0.05","2.3","<0.001","0.8"
"Mirs Bay","MM16","2023-09-18","1","Middle Water","<0.1","<0.005","1.1","103","6.8","<1","9","0.01","<0.002","<0.002","7.8","<0.2","32.4","4.1","0.14","1.3","27.4","0.02","0.14","0.15","0.06","2.2","<0.001","0.6"
"Mirs Bay","MM16","2023-09-18","1","Bottom Water","0.1","<0.005","2.6","40","2.7","<1","8","<0.002","<0.002","<0.002","7.4","<0.2","33.1","4.1","0.16","1.2","25.5","<0.01","0.17","0.17","0.06","4.5","<0.001","0.7"
"Mirs Bay","MM16","2023-10-12","1","Surface Water","<0.1","0.009","0.9","72","4.8","<1","<1","0.004","0.009","0.005","7.7","0.2","31.8","2.7","0.68","5.4","27.3","0.02","0.12","0.13","0.06","2.1","<0.001","0.6"
"Mirs Bay","MM16","2023-10-12","1","Middle Water","<0.1","0.018","1.1","88","5.8","<1","<1","0.004","0.01","0.005","7.7","<0.2","31.9","2.7","0.66","3.1","27.5","0.03","0.12","0.13","0.07","2.3","<0.001","<0.5"
"Mirs Bay","MM16","2023-10-12","1","Bottom Water","<0.1","0.012","0.3","86","5.7","<1","<1","0.026","0.022","0.019","7.7","0.3","32.1","2.7","0.73","8.4","27.4","0.06","0.11","0.16","0.07","4.5","<0.001","0.8"
"Mirs Bay","MM16","2023-11-06","1","Surface Water","0.9","<0.005","0.7","86","5.8","1","3","0.006","<0.002","<0.002","7.8","0.2","32","5.3","0.09","1.4","27","0.01","0.13","0.14","0.03","1.4","<0.001","0.6"
"Mirs Bay","MM16","2023-11-06","1","Middle Water","0.9","<0.005","0.7","109","7.3","<1","1","0.006","<0.002","<0.002","7.8","0.2","32.5","5.3","0.12","1.8","26.5","0.01","0.11","0.12","0.03","1.3","<0.001","0.7"
"Mirs Bay","MM16","2023-11-06","1","Bottom Water","1.1","<0.005","4.1","80","5.4","1","1","0.01","<0.002","0.003","7.7","0.9","33.3","5.3","0.24","15","26.1","0.02","0.1","0.11","0.04","1.6","<0.001","4.2"
"Mirs Bay","MM16","2023-12-17","1","Surface Water","0.5","0.01","0.7","78","5.7","<1","1","0.033","0.012","0.03","7.9","<0.2","32.6","2.1","0.69","6.7","22.1","0.06","0.11","0.16","0.1","1.5","<0.001","2.2"
"Mirs Bay","MM16","2023-12-17","1","Middle Water","0.6","0.01","0.7","92","6.6","<1","1","0.025","0.009","0.003","8.1","<0.2","32.9","2.1","0.61","5.2","22.3","0.04","0.09","0.12","0.08","1.3","<0.001","1.4"
"Mirs Bay","MM16","2023-12-17","1","Bottom Water","0.6","0.009","1.2","91","6.5","<1","<1","0.004","0.005","<0.002","8","<0.2","32.9","2.1","0.58","5.1","22.3","0.02","0.11","0.12","0.05","2.5","<0.001","2"
"Mirs Bay","MM17","2023-01-13","1","Surface Water","0.6","0.033","0.6","95","7.4","4","7","<0.002","<0.002","<0.002","7.5","0.7","33","2.9","0.72","1","18.2","0.04","0.61","0.61","0.08","0.9","<0.001","<0.5"
"Mirs Bay","MM17","2023-01-13","1","Middle Water","0.5","0.036","0.3","96","7.4","9","9","0.031","0.008","0.015","7.4","0.4","33.1","2.9","0.99","1.2","18.1","0.08","0.45","0.49","0.05","0.7","<0.001","<0.5"
"Mirs Bay","MM17","2023-01-13","1","Bottom Water","0.2","0.033","0.3","93","7.2","17","18","0.035","0.009","0.017","7.4","0.3","33.1","2.9","0.86","1.2","18.1","0.08","0.62","0.66","0.05","0.9","<0.001","<0.5"
"Mirs Bay","MM17","2023-02-20","1","Surface Water","0.2","0.017","0.4","97","7.5","<1","<1","0.005","0.002","<0.002","7.5","0.2","33","5.7","0.36","0.8","18.4","0.02","0.33","0.34","0.05","3.4","<0.001","<0.5"
"Mirs Bay","MM17","2023-02-20","1","Middle Water","0.4","0.016","0.5","100","7.7","<1","<1","0.008","0.002","<0.002","7.5","<0.2","33","5.7","0.39","1","18.4","0.03","0.58","0.59","0.06","0.4","<0.001","<0.5"
"Mirs Bay","MM17","2023-02-20","1","Bottom Water","0.4","0.022","0.7","99","7.7","<1","<1","<0.002","0.002","<0.002","7.5","0.2","33","5.7","0.42","0.8","17.8","0.03","0.34","0.34","0.05","0.4","<0.001","<0.5"
"Mirs Bay","MM17","2023-03-15","1","Surface Water","0.3","0.015","<0.2","99","7.3","<1","<1","0.009","<0.002","<0.002","7.4","0.3","33.3","6","0.09","1.1","20.2","0.03","0.33","0.34","0.05","2.4","<0.001","0.6"
"Mirs Bay","MM17","2023-03-15","1","Middle Water","0.2","0.017","0.3","100","7.5","<1","1","0.009","<0.002","<0.002","7.4","<0.2","33.4","6","0.09","1.1","19.9","0.03","0.4","0.41","0.05","0.2","<0.001","0.7"
"Mirs Bay","MM17","2023-03-15","1","Bottom Water","0.2","0.016","0.4","98","7.4","<1","<1","0.009","<0.002","<0.002","7.3","<0.2","33.5","6","0.07","1.5","19.7","0.03","0.31","0.32","0.05","0.6","<0.001","0.6"
"Mirs Bay","MM17","2023-04-20","1","Surface Water","0.7","0.019","0.6","99","6.9","<1","<1","<0.002","<0.002","<0.002","7.2","<0.2","33.2","7.5","0.17","9.1","24","0.02","0.72","0.72","0.03","0.2","<0.001","2.4"
"Mirs Bay","MM17","2023-04-20","1","Middle Water","0.4","0.018","0.5","95","6.7","<1","<1","<0.002","<0.002","<0.002","7.2","<0.2","33.4","7.5","0.17","1.4","23.1","0.02","0.47","0.47","0.03","0.4","<0.001","0.9"
"Mirs Bay","MM17","2023-04-20","1","Bottom Water","0.1","0.021","0.6","89","6.4","<1","<1","<0.002","<0.002","<0.002","7.1","0.8","33.6","7.5","0.26","1.3","22.1","0.03","0.51","0.51","0.03","0.7","<0.001","0.9"
"Mirs Bay","MM17","2023-05-19","1","Surface Water","0.7","0.017","0.3","73","4.8","<1","<1","0.006","<0.002","0.007","7.5","0.4","33.1","5.4","0.95","4.6","26.7","0.03","0.44","0.45","0.04","4.9","<0.001","0.8"
"Mirs Bay","MM17","2023-05-19","1","Middle Water","0.9","0.058","2.8","92","6.3","<1","<1","0.008","0.002","0.007","7.5","<0.2","33.5","5.4","1","4","25","0.07","0.57","0.58","0.04","0.3","<0.001","0.7"
"Mirs Bay","MM17","2023-05-19","1","Bottom Water","0.4","0.018","0.6","84","5.8","<1","<1","0.009","<0.002","0.008","7.4","0.5","33.6","5.4","0.89","2.7","24.3","0.03","0.36","0.37","0.04","0.2","<0.001","<0.5"
"Mirs Bay","MM17","2023-06-16","1","Surface Water","0.7","0.019","1.8","109","7","<1","2","0.011","<0.002","0.012","8.3","<0.2","31.5","4.6","0.18","1","29.4","0.03","0.35","0.36","0.04","2.2","0.002","0.8"
"Mirs Bay","MM17","2023-06-16","1","Middle Water","<0.1","0.014","0.7","92","5.8","1","1","0.014","0.003","0.016","8.2","<0.2","32.4","4.6","0.3","1","30","0.03","0.35","0.37","0.03","2","0.001","0.6"
"Mirs Bay","MM17","2023-06-16","1","Bottom Water","<0.1","0.012","0.3","84","5.6","<1","<1","0.016","0.054","0.012","8","0.7","34.1","4.6","0.95","2.4","26.1","0.08","0.4","0.47","0.04","2.8","<0.001","1.2"
"Mirs Bay","MM17","2023-07-23","1","Surface Water","<0.1","0.011","1.2","80","5.1","3","180","0.009","<0.002","<0.002","8.2","0.4","32.7","6.9","0.12","1.8","29.5","0.02","0.15","0.16","0.04","2.5","<0.001","0.8"
"Mirs Bay","MM17","2023-07-23","1","Middle Water","<0.1","0.007","0.6","105","6.8","<1","<1","0.009","<0.002","<0.002","8.2","0.4","32.8","6.9","0.12","0.8","28.2","0.02","0.16","0.17","0.04","0.3","<0.001","0.6"
"Mirs Bay","MM17","2023-07-23","1","Bottom Water","<0.1","<0.005","1.1","86","5.6","<1","1","0.006","<0.002","0.002","8.1","0.7","33","6.9","0.19","1.2","27.6","0.01","0.11","0.12","0.04","0.6","<0.001","0.8"
"Mirs Bay","MM17","2023-08-10","1","Surface Water","1.4","0.008","1.1","68","4.4","<1","2","0.009","<0.002","<0.002","8.2","1.8","32.7","2.2","0.14","2.6","29.4","0.02","0.21","0.22","0.04","0.7","<0.001","1.6"
"Mirs Bay","MM17","2023-08-10","1","Middle Water","1.3","0.023","1.4","49","3.4","<1","<1","0.018","<0.002","0.006","8","0.7","33.9","2.2","0.72","1.6","24.3","0.04","0.27","0.29","0.05","0.8","<0.001","1.2"
"Mirs Bay","MM17","2023-08-10","1","Bottom Water","0.9","0.019","1.3","35","2.4","<1","<1","0.088","<0.002","0.016","7.9","1.8","34.2","2.2","1.7","1","22.9","0.11","0.19","0.28","0.06","1.8","<0.001","0.8"
"Mirs Bay","MM17","2023-09-04","1","Surface Water","1.3","0.005","7.1","80","5.4","<1","<1","0.004","<0.002","0.005","7.7","1.5","32.7","2.5","1.1","2","26.7","0.01","0.21","0.22","0.05","1.5","<0.001","1.2"
"Mirs Bay","MM17","2023-09-04","1","Middle Water","1.2","0.014","6.5","77","5.3","7","40","0.005","<0.002","0.005","7.6","2.8","33.5","2.5","1.2","4","25","0.02","0.33","0.34","0.06","1","<0.001","1.2"
"Mirs Bay","MM17","2023-09-04","1","Bottom Water","0.8","0.012","3.6","58","4.1","1","4","0.015","0.006","0.01","7.5","1.3","33.8","2.5","1.4","4.8","23.7","0.03","0.17","0.19","0.21","2.1","<0.001","1.1"
"Mirs Bay","MM17","2023-10-26","1","Surface Water","0.6","0.012","2.8","76","5.1","<1","<1","0.002","<0.002","0.004","7.8","0.4","31","3.3","0.43","1.8","26.7","0.02","0.17","0.17","0.05","1.2","<0.001","1.3"
"Mirs Bay","MM17","2023-10-26","1","Middle Water","0.3","0.013","2.1","93","6.3","<1","<1","0.002","<0.002","0.01","7.7","2.1","31.8","3.3","0.23","1.3","26.2","0.02","0.24","0.24","0.03","1.1","<0.001","1.3"
"Mirs Bay","MM17","2023-10-26","1","Bottom Water","<0.1","0.009","1.7","83","5.6","<1","<1","0.012","0.021","0.003","7.7","1.1","32.1","3.3","0.43","4.3","26.1","0.04","0.24","0.27","0.04","1.1","<0.001","1.8"
"Mirs Bay","MM17","2023-11-27","1","Surface Water","0.4","0.006","1.1","86","6.1","<1","3","0.01","0.003","<0.002","8.2","<0.2","32.5","2.2","0.49","1.4","23.7","0.02","0.1","0.11","0.06","0.3","<0.001","<0.5"
"Mirs Bay","MM17","2023-11-27","1","Middle Water","<0.1","0.006","1.2","90","6.4","<1","1","0.013","0.008","0.003","8.2","1.7","32.5","2.2","0.53","1.1","23.6","0.03","0.1","0.12","0.06","0.3","<0.001","<0.5"
"Mirs Bay","MM17","2023-11-27","1","Bottom Water","<0.1","0.007","0.9","89","6.2","<1","<1","0.01","0.007","0.005","8.2","1.3","32.7","2.2","0.54","1.4","23.7","0.02","0.12","0.14","0.07","0.6","<0.001","<0.5"
"Mirs Bay","MM17","2023-12-16","1","Surface Water","0.5","0.006","1.6","90","6.4","<1","6","0.01","<0.002","0.05","8","0.3","32.8","2.5","0.6","5","23","0.02","0.1","0.11","0.06","0.8","<0.001","2"
"Mirs Bay","MM17","2023-12-16","1","Middle Water","0.6","<0.005","1.4","93","6.6","<1","<1","0.01","<0.002","<0.002","8","0.8","32.8","2.5","0.7","4.2","23.1","0.02","0.1","0.11","0.06","0.7","<0.001","1.4"
"Mirs Bay","MM17","2023-12-16","1","Bottom Water","0.4","0.013","2","93","6.6","<1","<1","0.008","<0.002","<0.002","8","0.5","32.8","2.5","0.67","4","23","0.02","0.08","0.09","0.07","1","<0.001","1.8"
"Mirs Bay","MM19","2023-01-27","1","Surface Water","0.9","0.016","4.6","98","7.8","<1","<1","0.15","0.015","0.017","7.4","0.5","32.8","4","0.9","2.3","17.2","0.18","0.77","0.94","0.05","0.9","<0.001","1.2"
"Mirs Bay","MM19","2023-01-27","1","Middle Water","0.7","0.011","4.5","99","7.8","<1","<1","0.082","0.015","0.015","7.4","<0.2","32.9","4","0.97","2.8","17.2","0.11","0.68","0.78","0.05","0.7","<0.001","1"
"Mirs Bay","MM19","2023-01-27","1","Bottom Water","0.7","0.014","6.1","97","7.7","<1","<1","0.14","0.013","0.018","7.4","1.1","32.9","4","0.99","1.6","17.2","0.17","0.67","0.82","0.04","1.1","<0.001","0.7"
"Mirs Bay","MM19","2023-02-17","1","Surface Water","<0.1","0.014","0.4","92","6.9","<1","<1","0.037","0.004","<0.002","7.5","<0.2","33.8","1.8","0.42","3.4","19.8","0.06","0.44","0.48","0.06","2.4","<0.001","0.6"
"Mirs Bay","MM19","2023-02-17","1","Middle Water","<0.1","0.014","0.7","95","7.1","<1","<1","0.048","0.004","<0.002","7.5","<0.2","33.8","1.8","0.47","2.1","19.5","0.07","0.3","0.35","0.05","4.2","<0.001","<0.5"
"Mirs Bay","MM19","2023-02-17","1","Bottom Water","<0.1","0.016","0.6","95","7.3","<1","<1","0.004","0.004","<0.002","7.5","0.8","33.5","1.8","0.44","6.3","18.5","0.02","0.46","0.47","0.06","10.4","<0.001","0.9"
"Mirs Bay","MM19","2023-03-09","1","Surface Water","0.4","0.012","2.3","87","6.4","<1","<1","0.005","0.004","<0.002","7.4","0.4","34","4.6","0.27","7.4","20.7","0.02","0.21","0.22","0.04","0.4","<0.001","1.6"
"Mirs Bay","MM19","2023-03-09","1","Middle Water","0.4","0.01","1.8","104","7.7","<1","<1","<0.002","<0.002","<0.002","7.4","0.3","34","4.6","0.29","1.6","20.1","0.01","0.31","0.31","0.04","0.8","<0.001","0.6"
"Mirs Bay","MM19","2023-03-09","1","Bottom Water","0.4","0.014","1.3","95","7","1","1","<0.002","0.004","<0.002","7.4","0.3","34.1","4.6","0.34","8.6","20","0.02","0.26","0.27","0.04","3.8","<0.001","2.2"
"Mirs Bay","MM19","2023-04-24","1","Surface Water","0.3","0.024","1.3","87","6.2","1","1","<0.002","<0.002","<0.002","7.1","<0.2","33.9","3","0.37","4.5","23.1","0.03","0.57","0.57","0.04","3.4","<0.001","1.5"
"Mirs Bay","MM19","2023-04-24","1","Middle Water","0.1","0.021","0.8","90","6.4","<1","<1","<0.002","0.005","0.005","7.1","<0.2","33.9","3","0.39","4.4","23","0.03","0.15","0.16","0.03","5.1","<0.001","1.8"
"Mirs Bay","MM19","2023-04-24","1","Bottom Water","<0.1","0.016","0.9","90","6.4","<1","<1","<0.002","<0.002","<0.002","7.1","<0.2","34","3","0.36","5.7","23","0.02","0.13","0.13","0.03","3.8","<0.001","2.1"
"Mirs Bay","MM19","2023-05-22","1","Surface Water","1","0.014","7.2","92","6.2","<1","<1","0.022","0.003","0.006","7.5","2.2","33.5","4","0.11","3.2","25.7","0.04","0.53","0.56","0.04","1.3","<0.001","0.9"
"Mirs Bay","MM19","2023-05-22","1","Middle Water","0.2","0.011","2.4","87","5.9","<1","<1","0.003","<0.002","0.007","7.5","1.5","33.7","4","0.18","6.8","24.8","0.02","0.92","0.93","0.05","1.1","<0.001","1.1"
"Mirs Bay","MM19","2023-05-22","1","Bottom Water","0.2","0.014","1.1","82","5.7","<1","<1","0.003","0.004","0.009","7.5","0.6","33.9","4","0.07","8.1","24.6","0.02","0.8","0.81","0.04","2.4","<0.001","1"
"Mirs Bay","MM19","2023-06-12","1","Surface Water","2","0.013","2.5","111","7.2","<1","<1","0.081","0.012","<0.002","8.4","2.4","29.9","2.6","<0.05","11","29.7","0.11","0.59","0.68","0.05","2.7","0.002","2.7"
"Mirs Bay","MM19","2023-06-12","1","Middle Water","0.9","0.012","2.2","109","7.3","<1","<1","0.018","0.017","<0.002","8.1","2","33.8","2.6","0.32","1.9","25.8","0.05","0.87","0.91","0.06","2.6","<0.001","0.8"
